Tenant_ID,Property_ID,Deal_ID,Tenant_Name,Asset_Type,Lease_Type,Lease_Start,Lease_End,Rent_PSF,Square_Feet,Annual_Rent,Expense_Reimb_PSF,Escalation_Rate
HRE-2024-163-P1-T1,HRE-2024-163-P1,HRE-2024-163,Taylor-York BioTech,Life Science,NNN,2025-10-06,2029-10-05,47.11,25488,1200736.84,5.65,0.03
HRE-2024-164-P1-T1,HRE-2024-164-P1,HRE-2024-164,Hood and Sons Practices,Medical Office,NNN,2024-07-14,2028-07-13,16.26,9053,147179.67,2.13,0.03
HRE-2024-164-P1-T2,HRE-2024-164-P1,HRE-2024-164,Bryant LLC Practices,Medical Office,NNN,2023-03-22,2029-03-20,19.71,4369,86102.52,2.44,0.03
HRE-2024-164-P1-T3,HRE-2024-164-P1,HRE-2024-164,"Gonzalez, Richardson and Marshall Practices",Medical Office,NNN,2022-09-22,2031-09-20,18.79,5545,104199.22,1.64,0.03
HRE-2024-164-P1-T4,HRE-2024-164-P1,HRE-2024-164,Reid-Martinez Practices,Medical Office,NNN,2022-11-06,2032-11-03,21.21,23325,494654.36,2.68,0.03
HRE-2024-164-P1-T5,HRE-2024-164-P1,HRE-2024-164,Allen Group Practices,Medical Office,NNN,2023-04-11,2028-04-09,22.34,1252,27981.59,2.42,0.03
HRE-2024-164-P1-T6,HRE-2024-164-P1,HRE-2024-164,"Griffin, Horne and Wells Practices",Medical Office,NNN,2023-10-31,2033-10-28,18.09,8201,148328.65,2.59,0.03
HRE-2024-164-P1-T7,HRE-2024-164-P1,HRE-2024-164,"Bailey, Martin and Kline Practices",Medical Office,NNN,2023-08-30,2031-08-28,22.94,5166,118501.35,3.06,0.03
HRE-2024-165-P1-T1,HRE-2024-165-P1,HRE-2024-165,Martin PLC Senior Living,Senior Housing,Modified Gross,2024-06-08,2027-06-08,38.8,167712,6507473.85,1.24,0.03
HRE-2024-165-P2-T1,HRE-2024-165-P2,HRE-2024-165,Byrd LLC Senior Living,Senior Housing,Modified Gross,2022-08-23,2028-08-21,35.99,4219,151846.15,1.22,0.03
HRE-2024-166-P1-T1,HRE-2024-166-P1,HRE-2024-166,"Smith, Buck and Holland Senior Living",Senior Housing,Modified Gross,2024-07-29,2043-07-25,32.47,178671,5801553.85,1.5,0.025
HRE-2024-167-P1-T1,HRE-2024-167-P1,HRE-2024-167,Marquez-Fletcher Care Ops,Skilled Nursing,NNN,2024-03-06,2041-03-02,40.95,58134,2380543.48,5.15,0.025
HRE-2024-168-P1-T1,HRE-2024-168-P1,HRE-2024-168,Stevens-Robinson Practices,Medical Office,NNN,2024-10-18,2034-10-16,21.69,9308,201880.55,2.78,0.028
HRE-2024-168-P1-T2,HRE-2024-168-P1,HRE-2024-168,Byrd-Holloway Practices,Medical Office,NNN,2025-01-15,2033-01-13,18.53,10393,192556.13,2.44,0.028
HRE-2024-168-P1-T3,HRE-2024-168-P1,HRE-2024-168,Silva-Smith Practices,Medical Office,NNN,2024-07-20,2033-07-18,18.91,2349,44425.24,1.53,0.028
HRE-2024-168-P1-T4,HRE-2024-168-P1,HRE-2024-168,"Levy, Franco and Hoffman Practices",Medical Office,NNN,2024-01-14,2038-01-10,20.65,500,8907.72,1.69,0.028
HRE-2024-168-P1-T5,HRE-2024-168-P1,HRE-2024-168,"Lynch, Evans and Rodriguez Practices",Medical Office,NNN,2023-10-29,2033-10-26,18.35,16920,310504.06,2.14,0.028
HRE-2024-169-P1-T1,HRE-2024-169-P1,HRE-2024-169,"Nguyen, Hill and Douglas Senior Living",Senior Housing,Modified Gross,2023-05-13,2034-05-10,29.51,205929,6077076.92,1.46,0.028
HRE-2024-170-P1-T1,HRE-2024-170-P1,HRE-2024-170,Yoder PLC Care Ops,Skilled Nursing,NNN,2024-01-25,2042-01-20,47.94,140987,6758369.57,6.56,0.025
HRE-2024-171-P1-T1,HRE-2024-171-P1,HRE-2024-171,Griffith Ltd Care Ops,Skilled Nursing,NNN,2024-10-11,2033-10-09,35.96,134517,4837695.65,4.24,0.033
HRE-2024-172-P1-T1,HRE-2024-172-P1,HRE-2024-172,Sullivan-Doyle Care Ops,Skilled Nursing,NNN,2025-09-16,2035-09-14,36.21,151113,5472000.0,3.28,0.033
HRE-2024-173-P1-T1,HRE-2024-173-P1,HRE-2024-173,Parks Ltd Practices,Medical Office,NNN,2025-04-15,2035-04-13,21.64,13684,296112.16,2.35,0.028
HRE-2024-173-P1-T2,HRE-2024-173-P1,HRE-2024-173,Knox-Powers Practices,Medical Office,NNN,2024-03-22,2035-03-20,29.69,4488,133250.19,2.84,0.028
HRE-2024-173-P1-T3,HRE-2024-173-P1,HRE-2024-173,"Evans, Jackson and Sandoval Practices",Medical Office,NNN,2023-04-04,2033-04-01,26.71,2108,56317.94,2.52,0.028
HRE-2024-173-P1-T4,HRE-2024-173-P1,HRE-2024-173,"White, Davis and Anderson Practices",Medical Office,NNN,2023-08-26,2037-08-22,21.77,6124,133339.76,2.49,0.028
HRE-2024-173-P1-T5,HRE-2024-173-P1,HRE-2024-173,Hardy-Hansen Practices,Medical Office,NNN,2024-09-08,2038-09-05,23.25,1445,33611.53,2.56,0.028
HRE-2024-174-P1-T1,HRE-2024-174-P1,HRE-2024-174,"Davis, Kelly and Garner BioTech",Life Science,NNN,2024-06-30,2031-06-29,55.99,22971,1286052.9,5.13,0.03
HRE-2024-174-P1-T2,HRE-2024-174-P1,HRE-2024-174,Fisher-Eaton BioTech,Life Science,NNN,2024-06-28,2029-06-27,52.96,4436,234957.17,7.31,0.03
HRE-2024-174-P1-T3,HRE-2024-174-P1,HRE-2024-174,Green-Carter BioTech,Life Science,NNN,2025-04-14,2029-04-13,54.72,8290,453642.56,7.36,0.03
HRE-2024-175-P1-T1,HRE-2024-175-P1,HRE-2024-175,"Silva, Blackburn and Jones Practices",Medical Office,NNN,2024-04-02,2037-03-30,23.79,500,2226.69,3.18,0.028
HRE-2024-175-P1-T2,HRE-2024-175-P1,HRE-2024-175,Mason Ltd Practices,Medical Office,NNN,2023-12-02,2032-11-29,29.12,6318,184013.11,4.1,0.028
HRE-2024-175-P1-T3,HRE-2024-175-P1,HRE-2024-175,Moreno-Gutierrez Practices,Medical Office,NNN,2023-03-14,2030-03-12,21.79,1520,33120.73,2.21,0.028
HRE-2024-175-P1-T4,HRE-2024-175-P1,HRE-2024-175,Taylor and Sons Practices,Medical Office,NNN,2023-07-26,2037-07-22,27.3,20085,548355.52,3.38,0.028
HRE-2024-175-P1-T5,HRE-2024-175-P1,HRE-2024-175,Ortiz-Hudson Practices,Medical Office,NNN,2023-10-22,2032-10-19,21.18,1283,27189.21,1.7,0.028
HRE-2024-176-P1-T1,HRE-2024-176-P1,HRE-2024-176,"White, Miller and Cook Care Ops",Skilled Nursing,NNN,2025-05-25,2032-05-23,30.1,75333,2267434.78,4.21,0.033
HRE-2024-177-P1-T1,HRE-2024-177-P1,HRE-2024-177,Hayes and Sons Practices,Medical Office,NNN,2023-02-10,2034-02-07,21.22,40947,868915.34,2.48,0.028
HRE-2024-177-P1-T2,HRE-2024-177-P1,HRE-2024-177,Johnston and Sons Practices,Medical Office,NNN,2022-04-27,2032-04-24,25.25,3460,87370.02,2.12,0.028
HRE-2024-177-P1-T3,HRE-2024-177-P1,HRE-2024-177,Glover-Chan Practices,Medical Office,NNN,2023-10-16,2038-10-12,25.71,3131,80513.12,2.93,0.028
HRE-2024-177-P1-T4,HRE-2024-177-P1,HRE-2024-177,Mendez Ltd Practices,Medical Office,NNN,2022-11-02,2033-10-30,26.89,527,14169.53,3.3,0.028
HRE-2024-177-P1-T5,HRE-2024-177-P1,HRE-2024-177,Powell-Sanford Practices,Medical Office,NNN,2022-06-04,2037-05-31,23.16,10493,243089.9,3.47,0.028
HRE-2024-177-P2-T1,HRE-2024-177-P2,HRE-2024-177,Cross Inc Practices,Medical Office,NNN,2022-01-18,2032-01-16,28.84,788,22749.22,2.89,0.028
HRE-2024-177-P2-T2,HRE-2024-177-P2,HRE-2024-177,Sherman-Schmidt Practices,Medical Office,NNN,2023-12-20,2031-12-18,21.94,500,1858.31,2.47,0.028
HRE-2024-177-P2-T3,HRE-2024-177-P2,HRE-2024-177,Rhodes Ltd Practices,Medical Office,NNN,2022-04-23,2032-04-20,27.97,1460,40848.07,4.19,0.028
HRE-2024-177-P2-T4,HRE-2024-177-P2,HRE-2024-177,"Wright, Steele and Cooper Practices",Medical Office,NNN,2023-01-20,2035-01-17,24.14,683,16509.66,2.88,0.028
HRE-2024-177-P2-T5,HRE-2024-177-P2,HRE-2024-177,Garcia PLC Practices,Medical Office,NNN,2022-03-29,2029-03-27,26.38,770,20318.95,2.48,0.028
HRE-2024-177-P3-T1,HRE-2024-177-P3,HRE-2024-177,Evans LLC Practices,Medical Office,NNN,2023-07-18,2030-07-16,23.41,6533,152978.11,2.19,0.028
HRE-2024-177-P3-T2,HRE-2024-177-P3,HRE-2024-177,Luna-Carlson Practices,Medical Office,NNN,2022-09-15,2036-09-11,28.34,4756,134794.07,3.85,0.028
HRE-2024-177-P3-T3,HRE-2024-177-P3,HRE-2024-177,Hamilton-Mcdaniel Practices,Medical Office,NNN,2023-08-07,2037-08-03,26.46,8159,215882.75,3.28,0.028
HRE-2024-177-P3-T4,HRE-2024-177-P3,HRE-2024-177,Cooper Group Practices,Medical Office,NNN,2023-02-04,2038-01-31,28.92,1535,44405.87,3.25,0.028
HRE-2024-177-P3-T5,HRE-2024-177-P3,HRE-2024-177,Christensen-Martin Practices,Medical Office,NNN,2022-07-29,2029-07-27,28.14,1878,52855.75,2.84,0.028
HRE-2024-177-P3-T6,HRE-2024-177-P3,HRE-2024-177,Smith-Walker Practices,Medical Office,NNN,2022-06-24,2034-06-21,27.25,19115,520897.42,3.2,0.028
HRE-2024-177-P3-T7,HRE-2024-177-P3,HRE-2024-177,Clark Inc Practices,Medical Office,NNN,2023-01-16,2035-01-13,22.08,34816,768839.98,1.87,0.028
HRE-2024-177-P3-T8,HRE-2024-177-P3,HRE-2024-177,"Wagner, Martinez and Dawson Practices",Medical Office,NNN,2023-01-31,2030-01-29,21.49,5722,123002.9,3.2,0.028
HRE-2024-177-P4-T1,HRE-2024-177-P4,HRE-2024-177,Wise-Dean Practices,Medical Office,NNN,2022-11-16,2033-11-13,27.1,915,24797.7,2.33,0.028
HRE-2024-177-P4-T2,HRE-2024-177-P4,HRE-2024-177,"Vang, Stanley and Valdez Practices",Medical Office,NNN,2022-10-08,2034-10-05,28.77,2819,81118.45,3.97,0.028
HRE-2024-177-P4-T3,HRE-2024-177-P4,HRE-2024-177,Williams Inc Practices,Medical Office,NNN,2023-03-10,2038-03-06,23.03,1792,41272.21,2.12,0.028
HRE-2024-177-P4-T4,HRE-2024-177-P4,HRE-2024-177,Wallace-Martinez Practices,Medical Office,NNN,2021-11-08,2028-11-06,23.74,500,2019.6,2.24,0.028
HRE-2024-177-P4-T5,HRE-2024-177-P4,HRE-2024-177,Wells-Hernandez Practices,Medical Office,NNN,2023-12-19,2038-12-15,20.93,637,13334.89,2.84,0.028
HRE-2024-177-P4-T6,HRE-2024-177-P4,HRE-2024-177,"Jennings, Smith and Fisher Practices",Medical Office,NNN,2023-07-03,2032-06-30,29.05,3403,98857.6,3.02,0.028
HRE-2024-177-P4-T7,HRE-2024-177-P4,HRE-2024-177,Bates LLC Practices,Medical Office,NNN,2023-03-02,2038-02-26,24.83,3401,84482.06,3.33,0.028
HRE-2024-177-P4-T8,HRE-2024-177-P4,HRE-2024-177,"Obrien, Taylor and Rivas Practices",Medical Office,NNN,2022-08-03,2030-08-01,21.43,500,2157.5,2.73,0.028
HRE-2024-178-P1-T1,HRE-2024-178-P1,HRE-2024-178,Campbell Inc Senior Living,Senior Housing,Modified Gross,2024-08-22,2039-08-19,24.43,76777,1875692.31,1.68,0.028
HRE-2024-179-P1-T1,HRE-2024-179-P1,HRE-2024-179,Decker-Dudley Practices,Medical Office,NNN,2023-09-23,2033-09-20,29.03,5362,155700.16,3.1,0.025
HRE-2024-179-P1-T2,HRE-2024-179-P1,HRE-2024-179,Warner-Phillips Practices,Medical Office,NNN,2023-07-10,2039-07-06,20.86,912,19031.95,2.7,0.025
HRE-2024-179-P1-T3,HRE-2024-179-P1,HRE-2024-179,Kelley and Sons Practices,Medical Office,NNN,2022-02-02,2042-01-28,28.91,3539,102350.55,3.73,0.025
HRE-2024-179-P1-T4,HRE-2024-179-P1,HRE-2024-179,"Fitzpatrick, Rivera and Smith Practices",Medical Office,NNN,2023-02-03,2037-01-30,26.16,1006,26325.38,3.59,0.025
HRE-2024-179-P1-T5,HRE-2024-179-P1,HRE-2024-179,"Davis, Rodriguez and Andrews Practices",Medical Office,NNN,2022-07-12,2042-07-07,27.13,500,10135.4,2.32,0.025
HRE-2024-179-P1-T6,HRE-2024-179-P1,HRE-2024-179,Hernandez-Davis Practices,Medical Office,NNN,2022-06-07,2039-06-03,29.23,922,26961.22,2.61,0.025
HRE-2024-179-P1-T7,HRE-2024-179-P1,HRE-2024-179,"Jones, Cummings and Conway Practices",Medical Office,NNN,2023-10-02,2040-09-27,28.13,4407,123967.92,3.15,0.025
HRE-2024-179-P1-T8,HRE-2024-179-P1,HRE-2024-179,"Hall, Hinton and Phillips Practices",Medical Office,NNN,2022-09-15,2039-09-11,26.84,6978,187325.4,2.58,0.025
HRE-2024-179-P1-T9,HRE-2024-179-P1,HRE-2024-179,Williams-Li Practices,Medical Office,NNN,2023-04-20,2042-04-15,22.24,7716,171592.48,3.2,0.025
HRE-2024-179-P1-T10,HRE-2024-179-P1,HRE-2024-179,Phelps LLC Practices,Medical Office,NNN,2023-02-05,2043-01-31,23.92,2047,48977.98,3.23,0.025
HRE-2024-180-P1-T1,HRE-2024-180-P1,HRE-2024-180,York Inc Practices,Medical Office,NNN,2023-12-02,2033-11-29,21.81,38040,829685.85,1.85,0.03
HRE-2024-180-P1-T2,HRE-2024-180-P1,HRE-2024-180,Christian Ltd Practices,Medical Office,NNN,2023-10-11,2032-10-08,18.86,500,4790.55,2.26,0.03
HRE-2024-180-P1-T3,HRE-2024-180-P1,HRE-2024-180,"Jackson, Howard and Kim Practices",Medical Office,NNN,2023-02-20,2028-02-19,20.01,1635,32720.06,2.54,0.03
HRE-2024-180-P1-T4,HRE-2024-180-P1,HRE-2024-180,"Adams, Quinn and Watson Practices",Medical Office,NNN,2024-09-03,2034-09-01,23.47,3634,85307.79,2.85,0.03
HRE-2024-180-P1-T5,HRE-2024-180-P1,HRE-2024-180,White-Morales Practices,Medical Office,NNN,2024-07-02,2034-06-30,20.52,500,9843.25,2.08,0.03
HRE-2024-180-P1-T6,HRE-2024-180-P1,HRE-2024-180,Nelson-Cruz Practices,Medical Office,NNN,2024-01-29,2033-01-26,20.2,3627,73284.08,2.32,0.03
HRE-2024-181-P1-T1,HRE-2024-181-P1,HRE-2024-181,Wilson Ltd BioTech,Life Science,NNN,2023-10-21,2035-10-18,70.66,3025,213777.13,8.54,0.028
HRE-2024-181-P1-T2,HRE-2024-181-P1,HRE-2024-181,"Brown, Dunlap and Moore BioTech",Life Science,NNN,2022-12-03,2037-11-29,67.9,12841,871953.93,9.46,0.028
HRE-2024-181-P1-T3,HRE-2024-181-P1,HRE-2024-181,Pruitt-Webb BioTech,Life Science,NNN,2023-01-07,2030-01-05,74.17,8958,664435.26,10.61,0.028
HRE-2024-181-P1-T4,HRE-2024-181-P1,HRE-2024-181,"Gregory, White and James BioTech",Life Science,NNN,2022-01-30,2029-01-28,77.17,2117,163412.63,9.2,0.028
HRE-2024-182-P1-T1,HRE-2024-182-P1,HRE-2024-182,"Hobbs, Acosta and Snow Care Ops",Skilled Nursing,NNN,2024-06-30,2027-06-30,32.19,52797,1699315.22,4.2,0.03
HRE-2024-183-P1-T1,HRE-2024-183-P1,HRE-2024-183,Alexander-Brown Practices,Medical Office,NNN,2024-08-02,2033-07-31,23.49,16015,376261.97,3.49,0.033
HRE-2024-183-P1-T2,HRE-2024-183-P1,HRE-2024-183,"Edwards, Bush and Gregory Practices",Medical Office,NNN,2025-03-19,2030-03-18,25.45,22544,573761.93,3.75,0.033
HRE-2024-183-P1-T3,HRE-2024-183-P1,HRE-2024-183,"Ray, Cunningham and Levine Practices",Medical Office,NNN,2024-12-06,2033-12-04,20.72,19757,409334.0,2.33,0.033
HRE-2024-184-P1-T1,HRE-2024-184-P1,HRE-2024-184,"Montgomery, Reynolds and Barber Practices",Medical Office,NNN,2025-07-07,2036-07-04,27.27,1195,32598.05,3.38,0.028
HRE-2024-184-P1-T2,HRE-2024-184-P1,HRE-2024-184,Reed-Rhodes Practices,Medical Office,NNN,2023-11-05,2030-11-03,25.78,16990,438047.91,3.85,0.028
HRE-2024-184-P1-T3,HRE-2024-184-P1,HRE-2024-184,Hernandez-Serrano Practices,Medical Office,NNN,2024-11-18,2031-11-17,28.09,5138,144321.23,3.2,0.028
HRE-2024-184-P1-T4,HRE-2024-184-P1,HRE-2024-184,"Brown, Schneider and Moore Practices",Medical Office,NNN,2024-11-27,2032-11-25,21.27,22840,485779.49,2.08,0.028
HRE-2024-184-P1-T5,HRE-2024-184-P1,HRE-2024-184,Christian-Booth Practices,Medical Office,NNN,2024-12-18,2035-12-16,26.16,13280,347395.76,2.12,0.028
HRE-2024-184-P1-T6,HRE-2024-184-P1,HRE-2024-184,Walton LLC Practices,Medical Office,NNN,2024-01-11,2033-01-08,21.12,5663,119581.63,2.78,0.028
HRE-2024-184-P1-T7,HRE-2024-184-P1,HRE-2024-184,Rivera LLC Practices,Medical Office,NNN,2025-03-12,2037-03-09,26.59,500,4907.5,2.61,0.028
HRE-2024-185-P1-T1,HRE-2024-185-P1,HRE-2024-185,"Gray, Montoya and Miller Practices",Medical Office,NNN,2023-10-04,2035-10-01,24.75,668,16539.35,3.49,0.025
HRE-2024-185-P1-T2,HRE-2024-185-P1,HRE-2024-185,Solis-West Practices,Medical Office,NNN,2024-03-04,2041-02-28,20.12,500,4176.55,2.57,0.025
HRE-2024-185-P1-T3,HRE-2024-185-P1,HRE-2024-185,West-Wilson Practices,Medical Office,NNN,2025-02-16,2045-02-11,29.62,500,7048.54,2.57,0.025
HRE-2024-185-P1-T4,HRE-2024-185-P1,HRE-2024-185,Mcgee-Smith Practices,Medical Office,NNN,2024-01-13,2039-01-09,25.31,500,411.59,3.11,0.025
HRE-2024-185-P1-T5,HRE-2024-185-P1,HRE-2024-185,Gutierrez-Hawkins Practices,Medical Office,NNN,2024-04-21,2038-04-18,26.52,2054,54478.66,2.62,0.025
HRE-2024-185-P1-T6,HRE-2024-185-P1,HRE-2024-185,Petersen PLC Practices,Medical Office,NNN,2023-05-30,2037-05-26,28.02,500,2777.96,3.39,0.025
HRE-2024-185-P1-T7,HRE-2024-185-P1,HRE-2024-185,"Walsh, Wu and Hart Practices",Medical Office,NNN,2023-02-22,2043-02-17,24.61,774,19052.67,2.39,0.025
HRE-2024-185-P1-T8,HRE-2024-185-P1,HRE-2024-185,"Powers, Clements and Cox Practices",Medical Office,NNN,2023-10-15,2036-10-11,26.72,500,7101.87,2.77,0.025
HRE-2024-185-P1-T9,HRE-2024-185-P1,HRE-2024-185,Velasquez Group Practices,Medical Office,NNN,2024-05-14,2036-05-11,26.9,665,17912.82,3.18,0.025
HRE-2024-185-P2-T1,HRE-2024-185-P2,HRE-2024-185,"Kennedy, Sandoval and Baldwin Practices",Medical Office,NNN,2024-12-26,2043-12-22,20.34,2875,58480.97,1.71,0.025
HRE-2024-185-P2-T2,HRE-2024-185-P2,HRE-2024-185,Davis Ltd Practices,Medical Office,NNN,2023-07-26,2036-07-22,25.94,3787,98242.83,3.23,0.025
HRE-2024-185-P2-T3,HRE-2024-185-P2,HRE-2024-185,Smith LLC Practices,Medical Office,NNN,2025-01-01,2035-12-30,27.08,500,12829.58,3.79,0.025
HRE-2024-185-P2-T4,HRE-2024-185-P2,HRE-2024-185,"Brandt, Carter and Boyd Practices",Medical Office,NNN,2023-02-07,2043-02-02,21.3,500,613.55,3.05,0.025
HRE-2024-185-P2-T5,HRE-2024-185-P2,HRE-2024-185,"Rodriguez, Prince and Vasquez Practices",Medical Office,NNN,2024-12-07,2036-12-04,25.66,500,8168.67,3.3,0.025
HRE-2024-185-P2-T6,HRE-2024-185-P2,HRE-2024-185,"Newton, Ortiz and King Practices",Medical Office,NNN,2023-05-24,2040-05-19,22.53,5670,127782.3,3.28,0.025
HRE-2024-185-P3-T1,HRE-2024-185-P3,HRE-2024-185,Lewis-Summers Practices,Medical Office,NNN,2023-01-25,2037-01-21,27.81,5777,160658.63,2.35,0.025
HRE-2024-185-P3-T2,HRE-2024-185-P3,HRE-2024-185,Love Inc Practices,Medical Office,NNN,2024-07-09,2034-07-07,23.89,2955,70595.12,3.51,0.025
HRE-2024-185-P3-T3,HRE-2024-185-P3,HRE-2024-185,Williams-Schultz Practices,Medical Office,NNN,2025-01-18,2042-01-14,22.65,3143,71195.62,2.59,0.025
HRE-2024-185-P3-T4,HRE-2024-185-P3,HRE-2024-185,"Chapman, Barton and Hayes Practices",Medical Office,NNN,2024-02-22,2043-02-17,29.29,2897,84863.19,2.71,0.025
HRE-2024-185-P3-T5,HRE-2024-185-P3,HRE-2024-185,"Lawrence, Gordon and Maynard Practices",Medical Office,NNN,2023-09-24,2035-09-21,24.92,600,14961.12,3.33,0.025
HRE-2024-185-P4-T1,HRE-2024-185-P4,HRE-2024-185,"Mcconnell, Roberson and Webb Practices",Medical Office,NNN,2023-11-07,2033-11-04,27.77,1914,53183.51,2.51,0.025
HRE-2024-185-P4-T2,HRE-2024-185-P4,HRE-2024-185,"Norman, Kent and Holt Practices",Medical Office,NNN,2023-05-20,2033-05-17,26.4,500,11739.39,2.83,0.025
HRE-2024-185-P4-T3,HRE-2024-185-P4,HRE-2024-185,Cross and Sons Practices,Medical Office,NNN,2024-02-24,2039-02-20,21.52,500,10452.13,2.59,0.025
HRE-2024-185-P4-T4,HRE-2024-185-P4,HRE-2024-185,Hughes PLC Practices,Medical Office,NNN,2023-11-27,2040-11-22,25.15,629,15830.74,2.78,0.025
HRE-2024-185-P4-T5,HRE-2024-185-P4,HRE-2024-185,"Andrade, Gordon and Cruz Practices",Medical Office,NNN,2023-09-24,2034-09-21,28.44,500,1040.75,2.72,0.025
HRE-2024-185-P4-T6,HRE-2024-185-P4,HRE-2024-185,"Moon, Farmer and Hill Practices",Medical Office,NNN,2024-11-26,2041-11-22,23.84,500,3934.59,2.85,0.025
HRE-2024-185-P4-T7,HRE-2024-185-P4,HRE-2024-185,Waller-Chavez Practices,Medical Office,NNN,2024-04-23,2039-04-20,29.35,987,28981.01,3.75,0.025
HRE-2024-185-P5-T1,HRE-2024-185-P5,HRE-2024-185,"Tanner, Hunt and Cameron Practices",Medical Office,NNN,2023-06-06,2037-06-02,27.6,500,1145.72,2.6,0.025
HRE-2024-185-P5-T2,HRE-2024-185-P5,HRE-2024-185,"Valencia, Joseph and Walls Practices",Medical Office,NNN,2023-05-24,2039-05-20,25.54,500,12251.47,2.39,0.025
HRE-2024-185-P5-T3,HRE-2024-185-P5,HRE-2024-185,"Robinson, Clark and Klein Practices",Medical Office,NNN,2023-06-24,2034-06-21,26.96,500,3731.64,3.46,0.025
HRE-2024-185-P5-T4,HRE-2024-185-P5,HRE-2024-185,"Reed, Chambers and Zavala Practices",Medical Office,NNN,2024-01-07,2044-01-02,24.87,500,6537.23,3.27,0.025
HRE-2024-185-P5-T5,HRE-2024-185-P5,HRE-2024-185,"Hester, Thompson and Daniels Practices",Medical Office,NNN,2025-03-05,2038-03-02,21.4,500,4515.78,2.79,0.025
HRE-2024-185-P5-T6,HRE-2024-185-P5,HRE-2024-185,"Morris, Wilson and Bell Practices",Medical Office,NNN,2024-02-26,2041-02-21,25.93,500,5826.77,2.19,0.025
HRE-2024-185-P5-T7,HRE-2024-185-P5,HRE-2024-185,Aguilar-Bender Practices,Medical Office,NNN,2023-11-05,2037-11-01,25.41,662,16829.68,2.98,0.025
HRE-2024-185-P5-T8,HRE-2024-185-P5,HRE-2024-185,"Butler, Adkins and Skinner Practices",Medical Office,NNN,2025-03-14,2042-03-10,28.34,500,4673.78,2.34,0.025
HRE-2024-185-P5-T9,HRE-2024-185-P5,HRE-2024-185,Rich-Henderson Practices,Medical Office,NNN,2024-02-09,2034-02-06,20.56,538,11077.51,1.81,0.025
HRE-2024-185-P5-T10,HRE-2024-185-P5,HRE-2024-185,Mills Inc Practices,Medical Office,NNN,2023-10-12,2043-10-07,28.07,500,8568.32,3.15,0.025
HRE-2024-185-P6-T1,HRE-2024-185-P6,HRE-2024-185,Gonzalez and Sons Practices,Medical Office,NNN,2023-12-04,2033-12-01,24.89,5742,142926.85,3.57,0.025
HRE-2024-185-P6-T2,HRE-2024-185-P6,HRE-2024-185,Vega-Thomas Practices,Medical Office,NNN,2023-04-12,2036-04-08,26.18,13835,362269.54,3.28,0.025
HRE-2024-185-P6-T3,HRE-2024-185-P6,HRE-2024-185,Vaughn LLC Practices,Medical Office,NNN,2025-02-07,2045-02-02,20.14,8588,172995.21,2.89,0.025
HRE-2024-185-P6-T4,HRE-2024-185-P6,HRE-2024-185,Molina Inc Practices,Medical Office,NNN,2023-12-19,2034-12-16,28.21,1125,31741.54,3.46,0.025
HRE-2024-185-P6-T5,HRE-2024-185-P6,HRE-2024-185,Cervantes-Garcia Practices,Medical Office,NNN,2024-12-12,2035-12-10,28.35,500,4155.29,2.49,0.025
HRE-2024-185-P7-T1,HRE-2024-185-P7,HRE-2024-185,Young-Mueller Practices,Medical Office,NNN,2023-09-19,2042-09-14,29.76,8606,256124.0,2.67,0.025
HRE-2024-185-P7-T2,HRE-2024-185-P7,HRE-2024-185,"Roberts, Beck and House Practices",Medical Office,NNN,2023-02-07,2036-02-04,28.36,26838,761259.02,2.36,0.025
HRE-2024-185-P7-T3,HRE-2024-185-P7,HRE-2024-185,Butler-French Practices,Medical Office,NNN,2024-11-27,2035-11-25,21.73,2045,44455.96,2.16,0.025
HRE-2024-185-P7-T4,HRE-2024-185-P7,HRE-2024-185,"Edwards, Arnold and Smith Practices",Medical Office,NNN,2023-04-17,2035-04-14,27.58,20944,577563.13,2.92,0.025
HRE-2024-186-P1-T1,HRE-2024-186-P1,HRE-2024-186,Greer-Pruitt Practices,Medical Office,NNN,2026-04-19,2032-04-17,21.35,3899,83259.92,2.74,0.033
HRE-2024-186-P1-T2,HRE-2024-186-P1,HRE-2024-186,"Mckinney, Richardson and Chapman Practices",Medical Office,NNN,2026-04-28,2035-04-26,25.79,2236,57696.39,3.56,0.033
HRE-2024-186-P1-T3,HRE-2024-186-P1,HRE-2024-186,"Morrison, Parsons and Brandt Practices",Medical Office,NNN,2025-09-17,2034-09-15,21.49,44779,962201.59,1.9,0.033
HRE-2024-187-P1-T1,HRE-2024-187-P1,HRE-2024-187,Lopez and Sons Care Ops,Skilled Nursing,NNN,2024-04-19,2038-04-16,37.35,80616,3010923.91,3.26,0.028
HRE-2024-188-P1-T1,HRE-2024-188-P1,HRE-2024-188,Hawkins-Anderson Practices,Medical Office,NNN,2025-05-09,2041-05-05,20.54,3828,78660.6,1.95,0.025
HRE-2024-188-P1-T2,HRE-2024-188-P1,HRE-2024-188,"Singleton, Smith and Owens Practices",Medical Office,NNN,2024-09-03,2036-08-31,26.09,2226,58092.45,2.77,0.025
HRE-2024-188-P1-T3,HRE-2024-188-P1,HRE-2024-188,Williams LLC Practices,Medical Office,NNN,2023-12-27,2036-12-23,24.58,632,15553.37,2.58,0.025
HRE-2024-188-P1-T4,HRE-2024-188-P1,HRE-2024-188,"Williams, Randolph and Gilbert Practices",Medical Office,NNN,2025-05-27,2040-05-23,22.7,1924,43683.14,1.87,0.025
